3,13,15,3.112189365385788,0,3
15,15,13,3.111298893671018,0,3
15,15,13,3.110352820159525,0,3
4,15,2,3.109345771154539,0,3
4,15,2,3.108271657711546,0,3
4,15,2,3.107123552590285,0,3
4,15,13,3.1058935409104693,0,3
4,15,13,3.104572537715863,0,3
4,15,13,3.1031500635686053,0,3
4,15,13,3.1016139664665032,0,3
4,15,13,3.099950074491205,0,3
4,15,13,3.0981417581982624,0,3
4,15,13,3.096169374168216,0,3
4,15,13,3.0940095503128098,0,3
4,15,13,3.0916342578678506,0,3
4,15,13,3.0890095919788516,0,3
4,15,13,3.0860941483440762,0,3
4,15,13,3.0828368308740703,0,3
4,15,13,3.079173843593836,0,3
4,15,13,3.0750244898139694,0,3
4,15,2,3.070285188804503,0,3
4,15,2,3.064820762320015,0,3
4,15,2,3.058451421701352,0,3
4,15,2,3.050932766389048,0,3
4,15,2,3.0419240010986313,0,3
4,15,2,3.0309354324158977,0,3
4,15,2,3.017237659043032,0,3
4,15,2,2.999695598985629,0,2
15,1,15,3.141592653589793,0,3
5,15,1,3.141592653589793,0,3
5,15,1,3.141592653589793,0,3
5,15,12,3.141592653589793,0,3
5,15,12,3.141592653589793,0,3
5,15,12,3.141592653589793,0,3
4,15,2,0.7853981633974483,0,1
4,15,2,0.8519663271732721,0,1
4,15,2,0.9272952180016122,0,1
4,15,2,1.0121970114513341,0,1
4,15,2,1.1071487177940904,0,1
4,15,2,1.2120256565243244,0,1
4,15,2,1.3258176636680326,0,1
4,15,2,1.446441332248135,0,1
4,15,2,1.5707963267948966,0,2
15,1,15,1.5707963267948966,1,1
5,15,1,1.7126933813990606,1,1
5,15,1,1.849095985800008,1,1
5,15,1,1.97568811307998,1,1
5,15,1,2.0899424410414196,1,1
5,15,1,2.191045812777718,1,1
5,15,1,2.279422598922567,1,1
5,15,1,2.356194490192345,1,1
5,15,1,2.4227626539681686,1,1
5,15,1,2.4805494847391065,1,1
5,15,1,2.5308666892005847,1,1
5,15,1,2.5748634360662868,1,1
5,15,1,2.6135182051634334,1,1
5,15,1,2.647651284670212,1,1
5,15,1,2.677945044588987,1,1
5,15,1,2.704965493776252,1,1
5,14,1,2.729182211992406,1,1
5,13,1,2.7509856098921066,1,1
5,12,1,2.770701364777131,1,1
5,11,1,2.788602265762883,1,1
5,10,1,2.804917834203066,1,1
