2,5.497787143782138,0
0,5.639684198386302,0
0,5.81953769817878,0
0,6.038206644052722,0
0,0.0,0
0,0.24497866312686414,0
0,0.4636476090008061,2
2,0.24497866312686414,1
1,0.3217505543966422,1
1,0.4636476090008061,1
3,3.096169374168216,3
3,3.09511452223879,3
3,3.0940095503128098,3
3,3.0928508022798615,3
3,3.0916342578678506,3
3,3.0903554861863745,3
3,3.0890095919788516,3
3,3.087591153213825,3
3,3.0860941483440762,3
3,3.0845118711835284,3
3,3.0828368308740703,3
3,3.0810606338076862,3
3,3.079173843593836,3
3,3.0771658141642395,3
3,3.0750244898139694,2
2,3.108271657711546,3
3,3.107123552590285,3
3,3.1058935409104693,3
3,3.104572537715863,3
3,3.1031500635686053,3
3,3.1016139664665032,3
3,3.099950074491205,3
3,3.0981417581982624,3
3,3.096169374168216,3
3,3.0940095503128098,3
3,3.0916342578678506,3
3,3.0890095919788516,3
3,3.0860941483440762,3
3,3.0828368308740703,3
3,3.079173843593836,3
3,3.0750244898139694,3
3,3.070285188804503,3
3,3.064820762320015,3
3,3.058451421701352,3
3,3.050932766389048,3
3,3.0419240010986313,3
3,3.0309354324158977,3
3,3.017237659043032,3
3,2.999695598985629,3
3,2.976443976175166,2
2,3.141592653589793,3
3,3.141592653589793,3
3,3.141592653589793,3
3,3.141592653589793,3
3,3.141592653589793,3
2,2.639988599400673,3
3,2.6260436461308143,3
3,2.611376880813163,3
3,2.5959375990628013,3
3,2.579671091332978,3
3,2.5625183842220625,3
3,2.5444159954971157,3
3,2.525295716193722,3
3,2.505084437801842,2
2,2.5337906574758327,3
3,2.5127963671743605,3
3,2.4905159321453136,3
3,2.4668517113662407,3
3,2.4416997838705496,3
3,2.4149503129080676,2
2,2.44685437739309,3
3,2.4186133001883023,3
3,2.388441372627599,3
3,2.356194490192345,3
3,2.321725389192837,3
3,2.2848870254070546,3
3,2.2455372690184494,3
3,2.20354516179708,3
3,2.158798930342464,3
3,2.1112158270654806,3
3,2.060753653048625,3
3,2.007423486608438,3
3,1.9513027039072615,2
2,1.97568811307998,3
3,1.9138202672156,3
3,1.849095985800008,2
2,1.8692952583810758,3
3,1.7975951748487824,3
3,1.7234456551901618,2
2,1.7359450042095235,2
2,1.750649826587375,2
2,1.7681918866447774,2
2,1.7894652726688385,2
2,1.8157749899217608,2
2,1.849095985800008,3
3,1.7126933813990606,3
3,1.5707963267948966,2
2,1.5707963267948966,2
2,1.5707963267948966,2
2,1.5707963267948966,2
2,1.5707963267948966,2
2,1.5707963267948966,2
1,1.4801364395941514,2
2,1.4758446204521403,2
2,1.4711276743037347,2
2,1.4659193880646628,2
2,1.460139105621001,2
