15,13,2,1.373400766945016,0,2
15,12,2,1.3258176636680326,0,2
4,11,2,1.2490457723982544,0,2
4,10,2,1.1071487177940904,0,2
15,2,2,5.81953769817878,0,1
15,15,2,5.80366601518699,0,1
15,15,2,5.786762553774705,0,1
15,15,2,5.768733994120558,0,1
4,15,2,5.749477115540325,0,1
4,15,2,5.728877810978035,0,1
4,15,2,5.706810086588402,0,1
4,15,2,5.683135093777833,0,1
15,15,2,5.657700266940357,0,1
15,15,2,5.630338676078812,0,1
15,15,2,5.600868752304838,0,0
12,14,15,5.639684198386302,0,0
12,13,15,5.680897961044622,0,0
12,12,15,5.724585991836024,0,0
3,11,11,5.7707958468688485,0,0
3,10,11,5.81953769817878,0,0
3,9,11,5.870774865582199,0,0
3,8,11,5.924414636909014,0,0
3,7,11,5.980300438804615,0,0
3,6,11,6.038206644052722,0,0
12,5,15,6.0978373571838915,0,0
12,4,15,6.1588303126328245,0,0
12,3,15,6.220766497183629,0,0
12,2,15,0.0,0,0
12,1,15,0.06241880999595735,0,0
0,0,0,0.12435499454676144,0,1
0,0,0,0.13255153229667402,0,1
0,0,0,0.14189705460416394,0,1
0,0,0,0.15264932839526515,0,1
0,0,0,0.16514867741462683,0,2
15,15,15,0.08314123188844123,0,1
1,15,15,0.09065988720074511,0,1
1,15,15,0.09966865249116202,0,1
1,15,15,0.11065722117389565,0,1
1,15,15,0.12435499454676144,0,1
1,15,15,0.14189705460416394,0,1
1,15,15,0.16514867741462683,0,1
1,15,5,0.19739555984988075,0,1
1,15,5,0.24497866312686414,0,1
1,15,5,0.3217505543966422,0,1
1,15,5,0.4636476090008061,0,1
9,6,8,2.8685839505030826,0,3
9,5,8,2.8577985443814655,0,3
9,4,8,2.8461518164460733,0,3
9,3,8,2.833539872566017,0,3
9,2,8,2.819842099193151,0,3
9,1,8,2.804917834203066,0,2
14,8,1,2.8501358591119264,0,2
14,7,1,2.896613990462929,0,2
14,6,1,2.9441970937399127,0,2
15,5,15,2.992702705980296,0,3
5,15,1,2.984990776607778,0,3
5,15,1,2.976443976175166,0,3
5,15,1,2.9669204545815537,0,3
